properties.nombre,properties.libres,timestamp
Ondarreta,142,2026-01-31 10:22:58.668770
Pio XII,0,2026-01-31 10:22:58.668770
San Martin,0,2026-01-31 10:22:58.668770
Txofre,108,2026-01-31 10:22:58.668770
Zuatzu,0,2026-01-31 10:22:58.668770
Arcco Amara,0,2026-01-31 11:19:09.369885
Atotxa,63,2026-01-31 11:19:09.369885
Boulevard,134,2026-01-31 11:19:09.369885
Buen Pastor,62,2026-01-31 11:19:09.369885
Easo,126,2026-01-31 11:19:09.369885
Geltokia,0,2026-01-31 11:19:09.369885
Illumbe,0,2026-01-31 11:19:09.369885
Katalunia,201,2026-01-31 11:19:09.369885
Kontxa,446,2026-01-31 11:19:09.369885
Kursaal,140,2026-01-31 11:19:09.369885
Okendo,327,2026-01-31 11:19:09.369885
Ondarreta,142,2026-01-31 11:19:09.369885
Pio XII,0,2026-01-31 11:19:09.369885
San Martin,0,2026-01-31 11:19:09.369885
Txofre,108,2026-01-31 11:19:09.369885
Zuatzu,0,2026-01-31 11:19:09.369885
Arcco Amara,0,2026-01-31 12:43:52.717041
Atotxa,63,2026-01-31 12:43:52.717041
Boulevard,134,2026-01-31 12:43:52.717041
Buen Pastor,62,2026-01-31 12:43:52.717041
Easo,126,2026-01-31 12:43:52.717041
Geltokia,0,2026-01-31 12:43:52.717041
Illumbe,0,2026-01-31 12:43:52.717041
Katalunia,201,2026-01-31 12:43:52.717041
Kontxa,446,2026-01-31 12:43:52.717041
Kursaal,140,2026-01-31 12:43:52.717041
Okendo,327,2026-01-31 12:43:52.717041
Ondarreta,142,2026-01-31 12:43:52.717041
Pio XII,0,2026-01-31 12:43:52.717041
San Martin,0,2026-01-31 12:43:52.717041
Txofre,108,2026-01-31 12:43:52.717041
Zuatzu,0,2026-01-31 12:43:52.717041
Arcco Amara,0,2026-01-31 13:40:17.310400
Atotxa,63,2026-01-31 13:40:17.310400
Boulevard,134,2026-01-31 13:40:17.310400
Buen Pastor,62,2026-01-31 13:40:17.310400
Easo,126,2026-01-31 13:40:17.310400
Geltokia,0,2026-01-31 13:40:17.310400
Illumbe,0,2026-01-31 13:40:17.310400
Katalunia,201,2026-01-31 13:40:17.310400
Kontxa,446,2026-01-31 13:40:17.310400
Kursaal,140,2026-01-31 13:40:17.310400
Okendo,327,2026-01-31 13:40:17.310400
Ondarreta,142,2026-01-31 13:40:17.310400
Pio XII,0,2026-01-31 13:40:17.310400
San Martin,0,2026-01-31 13:40:17.310400
Txofre,108,2026-01-31 13:40:17.310400
Zuatzu,0,2026-01-31 13:40:17.310400
Arcco Amara,0,2026-01-31 14:23:10.196671
Atotxa,63,2026-01-31 14:23:10.196671
Boulevard,134,2026-01-31 14:23:10.196671
Buen Pastor,62,2026-01-31 14:23:10.196671
Easo,126,2026-01-31 14:23:10.196671
Geltokia,0,2026-01-31 14:23:10.196671
Illumbe,0,2026-01-31 14:23:10.196671
Katalunia,201,2026-01-31 14:23:10.196671
Kontxa,446,2026-01-31 14:23:10.196671
Kursaal,140,2026-01-31 14:23:10.196671
Okendo,327,2026-01-31 14:23:10.196671
Ondarreta,142,2026-01-31 14:23:10.196671
Pio XII,0,2026-01-31 14:23:10.196671
San Martin,0,2026-01-31 14:23:10.196671
Txofre,108,2026-01-31 14:23:10.196671
Zuatzu,0,2026-01-31 14:23:10.196671
Arcco Amara,0,2026-01-31 15:22:16.235724
Atotxa,63,2026-01-31 15:22:16.235724
Boulevard,134,2026-01-31 15:22:16.235724
Buen Pastor,62,2026-01-31 15:22:16.235724
Easo,126,2026-01-31 15:22:16.235724
Geltokia,0,2026-01-31 15:22:16.235724
Illumbe,0,2026-01-31 15:22:16.235724
Katalunia,201,2026-01-31 15:22:16.235724
Kontxa,446,2026-01-31 15:22:16.235724
Kursaal,140,2026-01-31 15:22:16.235724
Okendo,327,2026-01-31 15:22:16.235724
Ondarreta,142,2026-01-31 15:22:16.235724
Pio XII,0,2026-01-31 15:22:16.235724
San Martin,0,2026-01-31 15:22:16.235724
Txofre,108,2026-01-31 15:22:16.235724
Zuatzu,0,2026-01-31 15:22:16.235724
Arcco Amara,0,2026-01-31 16:27:06.516518
Atotxa,63,2026-01-31 16:27:06.516518
Boulevard,134,2026-01-31 16:27:06.516518
Buen Pastor,62,2026-01-31 16:27:06.516518
Easo,126,2026-01-31 16:27:06.516518
Geltokia,0,2026-01-31 16:27:06.516518
Illumbe,0,2026-01-31 16:27:06.516518
Katalunia,201,2026-01-31 16:27:06.516518
Kontxa,446,2026-01-31 16:27:06.516518
Kursaal,140,2026-01-31 16:27:06.516518
Okendo,327,2026-01-31 16:27:06.516518
Ondarreta,142,2026-01-31 16:27:06.516518
Pio XII,0,2026-01-31 16:27:06.516518
San Martin,0,2026-01-31 16:27:06.516518
Txofre,108,2026-01-31 16:27:06.516518
Zuatzu,0,2026-01-31 16:27:06.516518
Arcco Amara,0,2026-01-31 17:22:36.288078
Atotxa,63,2026-01-31 17:22:36.288078
Boulevard,134,2026-01-31 17:22:36.288078
Buen Pastor,62,2026-01-31 17:22:36.288078
Easo,126,2026-01-31 17:22:36.288078
Geltokia,0,2026-01-31 17:22:36.288078
Illumbe,0,2026-01-31 17:22:36.288078
Katalunia,201,2026-01-31 17:22:36.288078
Kontxa,446,2026-01-31 17:22:36.288078
Kursaal,140,2026-01-31 17:22:36.288078
Okendo,327,2026-01-31 17:22:36.288078
Ondarreta,142,2026-01-31 17:22:36.288078
Pio XII,0,2026-01-31 17:22:36.288078
San Martin,0,2026-01-31 17:22:36.288078
Txofre,108,2026-01-31 17:22:36.288078
Zuatzu,0,2026-01-31 17:22:36.288078
Arcco Amara,0,2026-01-31 18:30:34.719422
Atotxa,63,2026-01-31 18:30:34.719422
Boulevard,134,2026-01-31 18:30:34.719422
Buen Pastor,62,2026-01-31 18:30:34.719422
Easo,126,2026-01-31 18:30:34.719422
Geltokia,0,2026-01-31 18:30:34.719422
Illumbe,0,2026-01-31 18:30:34.719422
Katalunia,201,2026-01-31 18:30:34.719422
Kontxa,446,2026-01-31 18:30:34.719422
Kursaal,140,2026-01-31 18:30:34.719422
Okendo,327,2026-01-31 18:30:34.719422
Ondarreta,142,2026-01-31 18:30:34.719422
Pio XII,0,2026-01-31 18:30:34.719422
San Martin,0,2026-01-31 18:30:34.719422
Txofre,108,2026-01-31 18:30:34.719422
Zuatzu,0,2026-01-31 18:30:34.719422
Arcco Amara,0,2026-01-31 19:20:00.491851
Atotxa,63,2026-01-31 19:20:00.491851
Boulevard,134,2026-01-31 19:20:00.491851
Buen Pastor,62,2026-01-31 19:20:00.491851
Easo,126,2026-01-31 19:20:00.491851
Geltokia,0,2026-01-31 19:20:00.491851
Illumbe,0,2026-01-31 19:20:00.491851
Katalunia,201,2026-01-31 19:20:00.491851
Kontxa,446,2026-01-31 19:20:00.491851
Kursaal,140,2026-01-31 19:20:00.491851
Okendo,327,2026-01-31 19:20:00.491851
Ondarreta,142,2026-01-31 19:20:00.491851
Pio XII,0,2026-01-31 19:20:00.491851
San Martin,0,2026-01-31 19:20:00.491851
Txofre,108,2026-01-31 19:20:00.491851
Zuatzu,0,2026-01-31 19:20:00.491851
Arcco Amara,0,2026-01-31 20:24:24.453890
Atotxa,63,2026-01-31 20:24:24.453890
Boulevard,134,2026-01-31 20:24:24.453890
Buen Pastor,62,2026-01-31 20:24:24.453890
Easo,126,2026-01-31 20:24:24.453890
Geltokia,0,2026-01-31 20:24:24.453890
Illumbe,0,2026-01-31 20:24:24.453890
Katalunia,201,2026-01-31 20:24:24.453890
Kontxa,446,2026-01-31 20:24:24.453890
Kursaal,140,2026-01-31 20:24:24.453890
Okendo,327,2026-01-31 20:24:24.453890
Ondarreta,142,2026-01-31 20:24:24.453890
Pio XII,0,2026-01-31 20:24:24.453890
San Martin,0,2026-01-31 20:24:24.453890
Txofre,108,2026-01-31 20:24:24.453890
Zuatzu,0,2026-01-31 20:24:24.453890
Arcco Amara,0,2026-01-31 21:20:23.874977
Atotxa,63,2026-01-31 21:20:23.874977
Boulevard,134,2026-01-31 21:20:23.874977
Buen Pastor,62,2026-01-31 21:20:23.874977
Easo,126,2026-01-31 21:20:23.874977
Geltokia,0,2026-01-31 21:20:23.874977
Illumbe,0,2026-01-31 21:20:23.874977
Katalunia,201,2026-01-31 21:20:23.874977
Kontxa,446,2026-01-31 21:20:23.874977
Kursaal,140,2026-01-31 21:20:23.874977
Okendo,327,2026-01-31 21:20:23.874977
Ondarreta,142,2026-01-31 21:20:23.874977
Pio XII,0,2026-01-31 21:20:23.874977
San Martin,0,2026-01-31 21:20:23.874977
Txofre,108,2026-01-31 21:20:23.874977
Zuatzu,0,2026-01-31 21:20:23.874977
Arcco Amara,0,2026-01-31 22:21:18.799520
Atotxa,63,2026-01-31 22:21:18.799520
Boulevard,134,2026-01-31 22:21:18.799520
Buen Pastor,62,2026-01-31 22:21:18.799520
Easo,126,2026-01-31 22:21:18.799520
Geltokia,0,2026-01-31 22:21:18.799520
Illumbe,0,2026-01-31 22:21:18.799520
Katalunia,201,2026-01-31 22:21:18.799520
Kontxa,446,2026-01-31 22:21:18.799520
Kursaal,140,2026-01-31 22:21:18.799520
Okendo,327,2026-01-31 22:21:18.799520
Ondarreta,142,2026-01-31 22:21:18.799520
Pio XII,0,2026-01-31 22:21:18.799520
San Martin,0,2026-01-31 22:21:18.799520
Txofre,108,2026-01-31 22:21:18.799520
Zuatzu,0,2026-01-31 22:21:18.799520
Arcco Amara,0,2026-01-31 23:21:18.817330
Atotxa,63,2026-01-31 23:21:18.817330
Boulevard,134,2026-01-31 23:21:18.817330
Buen Pastor,62,2026-01-31 23:21:18.817330
Easo,126,2026-01-31 23:21:18.817330
Geltokia,0,2026-01-31 23:21:18.817330
Illumbe,0,2026-01-31 23:21:18.817330
Katalunia,201,2026-01-31 23:21:18.817330
Kontxa,446,2026-01-31 23:21:18.817330
Kursaal,140,2026-01-31 23:21:18.817330
Okendo,327,2026-01-31 23:21:18.817330
Ondarreta,142,2026-01-31 23:21:18.817330
Pio XII,0,2026-01-31 23:21:18.817330
San Martin,0,2026-01-31 23:21:18.817330
Txofre,108,2026-01-31 23:21:18.817330
Zuatzu,0,2026-01-31 23:21:18.817330
Arcco Amara,0,2026-02-01 02:11:58.426765
Atotxa,63,2026-02-01 02:11:58.426765
Boulevard,134,2026-02-01 02:11:58.426765
Buen Pastor,62,2026-02-01 02:11:58.426765
Easo,126,2026-02-01 02:11:58.426765
Geltokia,0,2026-02-01 02:11:58.426765
Illumbe,0,2026-02-01 02:11:58.426765
Katalunia,201,2026-02-01 02:11:58.426765
Kontxa,446,2026-02-01 02:11:58.426765
Kursaal,140,2026-02-01 02:11:58.426765
Okendo,327,2026-02-01 02:11:58.426765
Ondarreta,142,2026-02-01 02:11:58.426765
Pio XII,0,2026-02-01 02:11:58.426765
San Martin,0,2026-02-01 02:11:58.426765
Txofre,108,2026-02-01 02:11:58.426765
Zuatzu,0,2026-02-01 02:11:58.426765
Arcco Amara,0,2026-02-01 04:59:41.679912
Atotxa,63,2026-02-01 04:59:41.679912
Boulevard,134,2026-02-01 04:59:41.679912
Buen Pastor,62,2026-02-01 04:59:41.679912
Easo,126,2026-02-01 04:59:41.679912
Geltokia,0,2026-02-01 04:59:41.679912
Illumbe,0,2026-02-01 04:59:41.679912
Katalunia,201,2026-02-01 04:59:41.679912
Kontxa,446,2026-02-01 04:59:41.679912
Kursaal,140,2026-02-01 04:59:41.679912
Okendo,327,2026-02-01 04:59:41.679912
Ondarreta,142,2026-02-01 04:59:41.679912
Pio XII,0,2026-02-01 04:59:41.679912
San Martin,0,2026-02-01 04:59:41.679912
Txofre,108,2026-02-01 04:59:41.679912
Zuatzu,0,2026-02-01 04:59:41.679912
Arcco Amara,0,2026-02-01 06:02:51.833510
Atotxa,63,2026-02-01 06:02:51.833510
Boulevard,134,2026-02-01 06:02:51.833510
Buen Pastor,62,2026-02-01 06:02:51.833510
Easo,126,2026-02-01 06:02:51.833510
Geltokia,0,2026-02-01 06:02:51.833510
Illumbe,0,2026-02-01 06:02:51.833510
Katalunia,201,2026-02-01 06:02:51.833510
Kontxa,446,2026-02-01 06:02:51.833510
Kursaal,140,2026-02-01 06:02:51.833510
Okendo,327,2026-02-01 06:02:51.833510
Ondarreta,142,2026-02-01 06:02:51.833510
Pio XII,0,2026-02-01 06:02:51.833510
San Martin,0,2026-02-01 06:02:51.833510
Txofre,108,2026-02-01 06:02:51.833510
Zuatzu,0,2026-02-01 06:02:51.833510
Arcco Amara,0,2026-02-01 07:36:17.269725
Atotxa,63,2026-02-01 07:36:17.269725
Boulevard,134,2026-02-01 07:36:17.269725
Buen Pastor,62,2026-02-01 07:36:17.269725
Easo,126,2026-02-01 07:36:17.269725
Geltokia,0,2026-02-01 07:36:17.269725
Illumbe,0,2026-02-01 07:36:17.269725
Katalunia,201,2026-02-01 07:36:17.269725
Kontxa,446,2026-02-01 07:36:17.269725
Kursaal,140,2026-02-01 07:36:17.269725
Okendo,327,2026-02-01 07:36:17.269725
Ondarreta,142,2026-02-01 07:36:17.269725
Pio XII,0,2026-02-01 07:36:17.269725
San Martin,0,2026-02-01 07:36:17.269725
Txofre,108,2026-02-01 07:36:17.269725
Zuatzu,0,2026-02-01 07:36:17.269725
Arcco Amara,0,2026-02-01 08:31:27.547960
Atotxa,63,2026-02-01 08:31:27.547960
Boulevard,134,2026-02-01 08:31:27.547960
Buen Pastor,62,2026-02-01 08:31:27.547960
Easo,126,2026-02-01 08:31:27.547960
Geltokia,0,2026-02-01 08:31:27.547960
Illumbe,0,2026-02-01 08:31:27.547960
Katalunia,201,2026-02-01 08:31:27.547960
Kontxa,446,2026-02-01 08:31:27.547960
Kursaal,140,2026-02-01 08:31:27.547960
Okendo,327,2026-02-01 08:31:27.547960
Ondarreta,142,2026-02-01 08:31:27.547960
Pio XII,0,2026-02-01 08:31:27.547960
San Martin,0,2026-02-01 08:31:27.547960
Txofre,108,2026-02-01 08:31:27.547960
Zuatzu,0,2026-02-01 08:31:27.547960
Arcco Amara,0,2026-02-01 09:29:36.621194
Atotxa,63,2026-02-01 09:29:36.621194
Boulevard,134,2026-02-01 09:29:36.621194
Buen Pastor,62,2026-02-01 09:29:36.621194
Easo,126,2026-02-01 09:29:36.621194
Geltokia,0,2026-02-01 09:29:36.621194
Illumbe,0,2026-02-01 09:29:36.621194
Katalunia,201,2026-02-01 09:29:36.621194
Kontxa,446,2026-02-01 09:29:36.621194
Kursaal,140,2026-02-01 09:29:36.621194
Okendo,327,2026-02-01 09:29:36.621194
Ondarreta,142,2026-02-01 09:29:36.621194
Pio XII,0,2026-02-01 09:29:36.621194
San Martin,0,2026-02-01 09:29:36.621194
Txofre,108,2026-02-01 09:29:36.621194
Zuatzu,0,2026-02-01 09:29:36.621194
Arcco Amara,0,2026-02-01 10:24:09.812046
Atotxa,63,2026-02-01 10:24:09.812046
Boulevard,134,2026-02-01 10:24:09.812046
Buen Pastor,62,2026-02-01 10:24:09.812046
Easo,126,2026-02-01 10:24:09.812046
Geltokia,0,2026-02-01 10:24:09.812046
Illumbe,0,2026-02-01 10:24:09.812046
Katalunia,201,2026-02-01 10:24:09.812046
Kontxa,446,2026-02-01 10:24:09.812046
Kursaal,140,2026-02-01 10:24:09.812046
Okendo,327,2026-02-01 10:24:09.812046
Ondarreta,142,2026-02-01 10:24:09.812046
Pio XII,0,2026-02-01 10:24:09.812046
San Martin,0,2026-02-01 10:24:09.812046
Txofre,108,2026-02-01 10:24:09.812046
Zuatzu,0,2026-02-01 10:24:09.812046
Arcco Amara,0,2026-02-01 11:20:26.943106
Atotxa,63,2026-02-01 11:20:26.943106
Boulevard,134,2026-02-01 11:20:26.943106
Buen Pastor,62,2026-02-01 11:20:26.943106
Easo,126,2026-02-01 11:20:26.943106
Geltokia,0,2026-02-01 11:20:26.943106
Illumbe,0,2026-02-01 11:20:26.943106
Katalunia,201,2026-02-01 11:20:26.943106
Kontxa,446,2026-02-01 11:20:26.943106
Kursaal,140,2026-02-01 11:20:26.943106
Okendo,327,2026-02-01 11:20:26.943106
Ondarreta,142,2026-02-01 11:20:26.943106
Pio XII,0,2026-02-01 11:20:26.943106
San Martin,0,2026-02-01 11:20:26.943106
Txofre,108,2026-02-01 11:20:26.943106
Zuatzu,0,2026-02-01 11:20:26.943106
Arcco Amara,0,2026-02-01 12:46:40.065092
Atotxa,63,2026-02-01 12:46:40.065092
Boulevard,134,2026-02-01 12:46:40.065092
Buen Pastor,62,2026-02-01 12:46:40.065092
Easo,126,2026-02-01 12:46:40.065092
Geltokia,0,2026-02-01 12:46:40.065092
Illumbe,0,2026-02-01 12:46:40.065092
Katalunia,201,2026-02-01 12:46:40.065092
Kontxa,446,2026-02-01 12:46:40.065092
Kursaal,140,2026-02-01 12:46:40.065092
Okendo,327,2026-02-01 12:46:40.065092
Ondarreta,142,2026-02-01 12:46:40.065092
Pio XII,0,2026-02-01 12:46:40.065092
San Martin,0,2026-02-01 12:46:40.065092
Txofre,108,2026-02-01 12:46:40.065092
Zuatzu,0,2026-02-01 12:46:40.065092
Arcco Amara,0,2026-02-01 13:42:04.534657
Atotxa,63,2026-02-01 13:42:04.534657
Boulevard,134,2026-02-01 13:42:04.534657
Buen Pastor,62,2026-02-01 13:42:04.534657
Easo,126,2026-02-01 13:42:04.534657
Geltokia,0,2026-02-01 13:42:04.534657
Illumbe,0,2026-02-01 13:42:04.534657
Katalunia,201,2026-02-01 13:42:04.534657
Kontxa,446,2026-02-01 13:42:04.534657
Kursaal,140,2026-02-01 13:42:04.534657
Okendo,327,2026-02-01 13:42:04.534657
Ondarreta,142,2026-02-01 13:42:04.534657
Pio XII,0,2026-02-01 13:42:04.534657
San Martin,0,2026-02-01 13:42:04.534657
Txofre,108,2026-02-01 13:42:04.534657
Zuatzu,0,2026-02-01 13:42:04.534657
Arcco Amara,0,2026-02-01 14:25:07.840326
Atotxa,63,2026-02-01 14:25:07.840326
Boulevard,134,2026-02-01 14:25:07.840326
Buen Pastor,62,2026-02-01 14:25:07.840326
Easo,126,2026-02-01 14:25:07.840326
Geltokia,0,2026-02-01 14:25:07.840326
Illumbe,0,2026-02-01 14:25:07.840326
Katalunia,201,2026-02-01 14:25:07.840326
Kontxa,446,2026-02-01 14:25:07.840326
Kursaal,140,2026-02-01 14:25:07.840326
Okendo,327,2026-02-01 14:25:07.840326
Ondarreta,142,2026-02-01 14:25:07.840326
Pio XII,0,2026-02-01 14:25:07.840326
San Martin,0,2026-02-01 14:25:07.840326
Txofre,108,2026-02-01 14:25:07.840326
Zuatzu,0,2026-02-01 14:25:07.840326
Arcco Amara,0,2026-02-01 15:23:25.900142
Atotxa,63,2026-02-01 15:23:25.900142
Boulevard,134,2026-02-01 15:23:25.900142
Buen Pastor,62,2026-02-01 15:23:25.900142
Easo,126,2026-02-01 15:23:25.900142
Geltokia,0,2026-02-01 15:23:25.900142
Illumbe,0,2026-02-01 15:23:25.900142
Katalunia,201,2026-02-01 15:23:25.900142
Kontxa,446,2026-02-01 15:23:25.900142
Kursaal,140,2026-02-01 15:23:25.900142
Okendo,327,2026-02-01 15:23:25.900142
Ondarreta,142,2026-02-01 15:23:25.900142
Pio XII,0,2026-02-01 15:23:25.900142
San Martin,0,2026-02-01 15:23:25.900142
Txofre,108,2026-02-01 15:23:25.900142
Zuatzu,0,2026-02-01 15:23:25.900142
Arcco Amara,0,2026-02-01 16:28:25.138170
Atotxa,63,2026-02-01 16:28:25.138170
Boulevard,134,2026-02-01 16:28:25.138170
Buen Pastor,62,2026-02-01 16:28:25.138170
Easo,126,2026-02-01 16:28:25.138170
Geltokia,0,2026-02-01 16:28:25.138170
Illumbe,0,2026-02-01 16:28:25.138170
Katalunia,201,2026-02-01 16:28:25.138170
Kontxa,446,2026-02-01 16:28:25.138170
Kursaal,140,2026-02-01 16:28:25.138170
Okendo,327,2026-02-01 16:28:25.138170
Ondarreta,142,2026-02-01 16:28:25.138170
Pio XII,0,2026-02-01 16:28:25.138170
San Martin,0,2026-02-01 16:28:25.138170
Txofre,108,2026-02-01 16:28:25.138170
Zuatzu,0,2026-02-01 16:28:25.138170
Arcco Amara,0,2026-02-01 17:23:35.207725
Atotxa,63,2026-02-01 17:23:35.207725
Boulevard,134,2026-02-01 17:23:35.207725
Buen Pastor,62,2026-02-01 17:23:35.207725
Easo,126,2026-02-01 17:23:35.207725
Geltokia,0,2026-02-01 17:23:35.207725
Illumbe,0,2026-02-01 17:23:35.207725
Katalunia,201,2026-02-01 17:23:35.207725
Kontxa,446,2026-02-01 17:23:35.207725
Kursaal,140,2026-02-01 17:23:35.207725
Okendo,327,2026-02-01 17:23:35.207725
Ondarreta,142,2026-02-01 17:23:35.207725
Pio XII,0,2026-02-01 17:23:35.207725
San Martin,0,2026-02-01 17:23:35.207725
Txofre,108,2026-02-01 17:23:35.207725
Zuatzu,0,2026-02-01 17:23:35.207725
Arcco Amara,0,2026-02-01 18:33:12.508418
Atotxa,63,2026-02-01 18:33:12.508418
Boulevard,134,2026-02-01 18:33:12.508418
Buen Pastor,62,2026-02-01 18:33:12.508418
Easo,126,2026-02-01 18:33:12.508418
Geltokia,0,2026-02-01 18:33:12.508418
Illumbe,0,2026-02-01 18:33:12.508418
Katalunia,201,2026-02-01 18:33:12.508418
Kontxa,446,2026-02-01 18:33:12.508418
Kursaal,140,2026-02-01 18:33:12.508418
Okendo,327,2026-02-01 18:33:12.508418
Ondarreta,142,2026-02-01 18:33:12.508418
Pio XII,0,2026-02-01 18:33:12.508418
San Martin,0,2026-02-01 18:33:12.508418
Txofre,108,2026-02-01 18:33:12.508418
Zuatzu,0,2026-02-01 18:33:12.508418
Arcco Amara,0,2026-02-01 19:23:52.555456
Atotxa,63,2026-02-01 19:23:52.555456
Boulevard,134,2026-02-01 19:23:52.555456
Buen Pastor,62,2026-02-01 19:23:52.555456
Easo,126,2026-02-01 19:23:52.555456
Geltokia,0,2026-02-01 19:23:52.555456
Illumbe,0,2026-02-01 19:23:52.555456
Katalunia,201,2026-02-01 19:23:52.555456
Kontxa,446,2026-02-01 19:23:52.555456
Kursaal,140,2026-02-01 19:23:52.555456
Okendo,327,2026-02-01 19:23:52.555456
Ondarreta,142,2026-02-01 19:23:52.555456
Pio XII,0,2026-02-01 19:23:52.555456
San Martin,0,2026-02-01 19:23:52.555456
Txofre,108,2026-02-01 19:23:52.555456
Zuatzu,0,2026-02-01 19:23:52.555456
Arcco Amara,0,2026-02-01 20:25:29.231907
Atotxa,63,2026-02-01 20:25:29.231907
Boulevard,134,2026-02-01 20:25:29.231907
Buen Pastor,62,2026-02-01 20:25:29.231907
Easo,126,2026-02-01 20:25:29.231907
Geltokia,0,2026-02-01 20:25:29.231907
Illumbe,0,2026-02-01 20:25:29.231907
Katalunia,201,2026-02-01 20:25:29.231907
Kontxa,446,2026-02-01 20:25:29.231907
Kursaal,140,2026-02-01 20:25:29.231907
Okendo,327,2026-02-01 20:25:29.231907
Ondarreta,142,2026-02-01 20:25:29.231907
Pio XII,0,2026-02-01 20:25:29.231907
San Martin,0,2026-02-01 20:25:29.231907
Txofre,108,2026-02-01 20:25:29.231907
Zuatzu,0,2026-02-01 20:25:29.231907
Arcco Amara,0,2026-02-01 21:22:17.219499
Atotxa,63,2026-02-01 21:22:17.219499
Boulevard,134,2026-02-01 21:22:17.219499
Buen Pastor,62,2026-02-01 21:22:17.219499
Easo,126,2026-02-01 21:22:17.219499
Geltokia,0,2026-02-01 21:22:17.219499
Illumbe,0,2026-02-01 21:22:17.219499
Katalunia,201,2026-02-01 21:22:17.219499
Kontxa,446,2026-02-01 21:22:17.219499
Kursaal,140,2026-02-01 21:22:17.219499
Okendo,327,2026-02-01 21:22:17.219499
Ondarreta,142,2026-02-01 21:22:17.219499
Pio XII,0,2026-02-01 21:22:17.219499
San Martin,0,2026-02-01 21:22:17.219499
Txofre,108,2026-02-01 21:22:17.219499
Zuatzu,0,2026-02-01 21:22:17.219499
Arcco Amara,0,2026-02-01 22:23:20.833149
Atotxa,63,2026-02-01 22:23:20.833149
Boulevard,134,2026-02-01 22:23:20.833149
Buen Pastor,62,2026-02-01 22:23:20.833149
Easo,126,2026-02-01 22:23:20.833149
Geltokia,0,2026-02-01 22:23:20.833149
Illumbe,0,2026-02-01 22:23:20.833149
Katalunia,201,2026-02-01 22:23:20.833149
Kontxa,446,2026-02-01 22:23:20.833149
Kursaal,140,2026-02-01 22:23:20.833149
Okendo,327,2026-02-01 22:23:20.833149
Ondarreta,142,2026-02-01 22:23:20.833149
Pio XII,0,2026-02-01 22:23:20.833149
San Martin,0,2026-02-01 22:23:20.833149
Txofre,108,2026-02-01 22:23:20.833149
Zuatzu,0,2026-02-01 22:23:20.833149
Arcco Amara,0,2026-02-01 23:23:29.495445
Atotxa,63,2026-02-01 23:23:29.495445
Boulevard,134,2026-02-01 23:23:29.495445
Buen Pastor,62,2026-02-01 23:23:29.495445
Easo,126,2026-02-01 23:23:29.495445
Geltokia,0,2026-02-01 23:23:29.495445
Illumbe,0,2026-02-01 23:23:29.495445
Katalunia,201,2026-02-01 23:23:29.495445
Kontxa,446,2026-02-01 23:23:29.495445
Kursaal,140,2026-02-01 23:23:29.495445
Okendo,327,2026-02-01 23:23:29.495445
Ondarreta,142,2026-02-01 23:23:29.495445
Pio XII,0,2026-02-01 23:23:29.495445
San Martin,0,2026-02-01 23:23:29.495445
Txofre,108,2026-02-01 23:23:29.495445
Zuatzu,0,2026-02-01 23:23:29.495445
Arcco Amara,0,2026-02-02 02:03:57.855661
Atotxa,63,2026-02-02 02:03:57.855661
Boulevard,134,2026-02-02 02:03:57.855661
Buen Pastor,62,2026-02-02 02:03:57.855661
Easo,126,2026-02-02 02:03:57.855661
Geltokia,0,2026-02-02 02:03:57.855661
Illumbe,0,2026-02-02 02:03:57.855661
Katalunia,201,2026-02-02 02:03:57.855661
Kontxa,446,2026-02-02 02:03:57.855661
Kursaal,140,2026-02-02 02:03:57.855661
Okendo,327,2026-02-02 02:03:57.855661
Ondarreta,142,2026-02-02 02:03:57.855661
Pio XII,0,2026-02-02 02:03:57.855661
San Martin,0,2026-02-02 02:03:57.855661
Txofre,108,2026-02-02 02:03:57.855661
Zuatzu,0,2026-02-02 02:03:57.855661
Arcco Amara,0,2026-02-02 04:56:13.693024
Atotxa,63,2026-02-02 04:56:13.693024
Boulevard,134,2026-02-02 04:56:13.693024
Buen Pastor,62,2026-02-02 04:56:13.693024
Easo,126,2026-02-02 04:56:13.693024
Geltokia,0,2026-02-02 04:56:13.693024
Illumbe,0,2026-02-02 04:56:13.693024
Katalunia,201,2026-02-02 04:56:13.693024
Kontxa,446,2026-02-02 04:56:13.693024
Kursaal,140,2026-02-02 04:56:13.693024
Okendo,327,2026-02-02 04:56:13.693024
Ondarreta,142,2026-02-02 04:56:13.693024
Pio XII,0,2026-02-02 04:56:13.693024
San Martin,0,2026-02-02 04:56:13.693024
Txofre,108,2026-02-02 04:56:13.693024
Zuatzu,0,2026-02-02 04:56:13.693024
Arcco Amara,0,2026-02-02 06:03:25.784808
Atotxa,63,2026-02-02 06:03:25.784808
Boulevard,134,2026-02-02 06:03:25.784808
Buen Pastor,62,2026-02-02 06:03:25.784808
Easo,126,2026-02-02 06:03:25.784808
Geltokia,0,2026-02-02 06:03:25.784808
Illumbe,0,2026-02-02 06:03:25.784808
Katalunia,201,2026-02-02 06:03:25.784808
Kontxa,446,2026-02-02 06:03:25.784808
Kursaal,140,2026-02-02 06:03:25.784808
Okendo,327,2026-02-02 06:03:25.784808
Ondarreta,142,2026-02-02 06:03:25.784808
Pio XII,0,2026-02-02 06:03:25.784808
San Martin,0,2026-02-02 06:03:25.784808
Txofre,108,2026-02-02 06:03:25.784808
Zuatzu,0,2026-02-02 06:03:25.784808
